id,ord_in_trial,start_time,stop_time,trial_id,x,y,image_index,image_path
169,2,77.0306,77.3726,31,7.992101316350667,3.4367175826169696,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
170,3,77.4186,77.5676,31,8.433921375844717,0.5913845096889657,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
171,4,77.60560000000001,78.0106,31,7.270351487674625,1.562006947759867,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
172,5,78.0566,78.1476,31,3.682467975551199,2.756069648526763,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
173,6,78.1896,78.5006,31,6.551168289406298,1.1624941423501867,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
174,7,78.5626,78.8716,31,19.034325430939802,-3.3392507935487417,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
175,0,79.523725,79.698725,32,16.342217970367745,-9.444570465336742,207.0,Stimuli/5b9a77a8e26d65ba1b9a0c41279f1864.png
176,0,80.3595,80.50450000000001,33,10.352285339966723,-16.020737557045635,214.0,Stimuli/a312511f46f8036ec4679bf73b5ca925.png
177,1,80.5685,81.2625,33,0.233150480025258,1.5348146003513048,214.0,Stimuli/a312511f46f8036ec4679bf73b5ca925.png
178,2,81.3145,81.50450000000001,33,9.284989519601861,3.8372134853135584,214.0,Stimuli/a312511f46f8036ec4679bf73b5ca925.png
179,3,81.5455,82.8005,33,9.255606516971735,-0.15246049641666623,214.0,Stimuli/a312511f46f8036ec4679bf73b5ca925.png
180,4,82.8535,83.2955,33,18.818566356802528,-4.692427328004478,214.0,Stimuli/a312511f46f8036ec4679bf73b5ca925.png
181,0,84.579525,84.648525,35,14.849845827013477,-1.3399157568098439,109.0,Stimuli/05ed48d19e9cbdd53f7f474a1f90e523.png
182,0,85.466925,85.521925,36,-10.989403735636685,-12.828267573412711,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
183,1,85.580925,86.323925,36,0.5337122413324528,2.159105082742927,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
184,2,86.370925,86.777925,36,8.595475387949776,3.8795698709100512,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
185,3,86.816925,87.009925,36,9.0935677516302,-1.1111699314974595,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
186,4,87.04792499999999,87.191925,36,8.295599387122035,1.1894853220337007,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
187,5,87.232925,87.39892499999999,36,9.111118118208594,-2.1657104665475657,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
188,6,87.440925,87.911925,36,7.960029614056564,2.080649391747688,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
189,7,87.962925,88.123925,36,18.970846187082092,-2.6225222092857274,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
190,8,88.18492499999999,88.469925,36,6.010520724920733,0.1621783677306482,49.0,Stimuli/c847c75568e9658253ff14831425af85.png
191,0,88.9828,89.02380000000001,37,3.742059622806536,-0.18755528721766085,53.0,Stimuli/1cbbc4dda2d421cf5b112ec90273a535.png
192,1,89.1388,89.1888,37,1.312407085905936,-0.011982352441526007,53.0,Stimuli/1cbbc4dda2d421cf5b112ec90273a535.png
